patch,champion_name,champion_name_kr,role,pick_count,pick_rate_pct,win_rate_pct,avg_kda,avg_gpm,avg_vision,sample_flag
15.1,Lulu,룰루,SUPPORT,213,2.232,52.11,5.308,283.1,59.73,
15.1,Jinx,징크스,BOT,204,2.138,49.51,3.156,428.4,14.21,
15.1,Caitlyn,케이틀린,BOT,176,1.844,49.43,2.951,430.5,16.19,
15.1,Viego,비에고,JUNGLE,171,1.792,49.12,3.797,417.3,20.51,
15.1,MissFortune,미스 포츈,BOT,157,1.645,50.32,2.848,432.2,16.94,
15.1,Jhin,진,BOT,153,1.603,56.21,4.185,442.3,15.38,
15.1,Ezreal,이즈리얼,BOT,148,1.551,51.35,3.56,408.4,14.84,
15.1,Viktor,빅토르,MID,145,1.519,51.72,3.275,406.8,15.73,
15.1,Nami,나미,SUPPORT,142,1.488,47.89,4.834,277.6,58.48,
15.1,MonkeyKing,오공,JUNGLE,139,1.457,53.24,4.789,415.5,20.13,
15.1,Janna,잔나,SUPPORT,119,1.247,45.38,4.896,283.6,66.15,
15.1,Twitch,트위치,BOT,110,1.153,39.09,2.679,432.0,14.82,
15.1,Katarina,카타리나,MID,106,1.111,47.17,3.206,427.6,13.76,
15.1,Syndra,신드라,MID,104,1.09,44.23,3.112,421.7,17.5,
15.1,Hecarim,헤카림,JUNGLE,96,1.006,45.83,4.013,435.9,17.84,
15.1,Thresh,쓰레쉬,SUPPORT,93,0.975,41.94,3.871,284.4,57.9,
15.1,Vladimir,블라디미르,MID,88,0.922,44.32,3.72,405.5,14.01,
15.1,Riven,리븐,TOP,87,0.912,49.43,2.957,428.4,14.8,
15.1,Vayne,베인,BOT,87,0.912,56.32,3.739,430.2,14.84,
15.1,Corki,코르키,BOT,86,0.901,48.84,3.362,416.1,15.4,
15.1,Karma,카르마,SUPPORT,86,0.901,48.84,3.494,292.9,63.88,
15.1,JarvanIV,자르반 4세,JUNGLE,85,0.891,49.41,4.394,399.0,21.59,
15.1,Sylas,사일러스,MID,84,0.88,57.14,3.302,395.7,16.11,
15.1,Darius,다리우스,TOP,83,0.87,46.99,2.462,417.9,16.33,
15.1,Milio,밀리오,SUPPORT,82,0.859,59.76,6.439,276.0,56.23,
15.1,Draven,드레이븐,BOT,79,0.828,53.16,2.858,483.9,13.35,
15.1,LeeSin,리 신,JUNGLE,77,0.807,55.84,5.241,422.4,23.43,
15.1,Nocturne,녹턴,JUNGLE,75,0.786,52.0,4.037,422.8,21.16,
15.1,Mordekaiser,모데카이저,TOP,73,0.765,36.99,1.861,373.8,13.88,
15.1,Braum,브라움,SUPPORT,71,0.744,57.75,5.124,286.0,53.83,
15.1,Chogath,초가스,TOP,71,0.744,33.8,2.473,386.4,15.54,
15.1,Ahri,아리,MID,70,0.734,41.43,3.87,388.6,19.21,
15.1,Kaisa,카이사,BOT,70,0.734,57.14,3.22,441.3,16.29,
15.1,Amumu,아무무,JUNGLE,68,0.713,42.65,2.976,379.9,18.88,
15.1,Kayn,케인,JUNGLE,68,0.713,48.53,3.935,413.9,20.9,
15.1,Lux,럭스,MID,68,0.713,52.94,4.561,394.2,16.94,
15.1,Leona,레오나,SUPPORT,65,0.681,49.23,3.447,284.0,62.14,
15.1,Rell,렐,SUPPORT,65,0.681,50.77,4.11,293.9,65.32,
15.1,Diana,다이애나,JUNGLE,63,0.66,46.03,3.416,448.7,20.4,
15.1,Nautilus,노틸러스,SUPPORT,63,0.66,50.79,3.382,279.5,58.33,
15.1,Ashe,애쉬,BOT,60,0.629,56.67,3.289,406.6,18.05,
15.1,Lucian,루시안,BOT,58,0.608,55.17,3.093,424.9,15.59,
15.1,Malzahar,말자하,MID,58,0.608,55.17,3.578,423.3,20.02,
15.1,Samira,사미라,BOT,58,0.608,44.83,3.201,462.9,13.97,
15.1,Garen,가렌,TOP,57,0.597,54.39,2.619,433.6,17.07,
15.1,Ambessa,암베사,TOP,55,0.576,47.27,2.65,409.7,13.36,
15.1,Sett,세트,TOP,55,0.576,52.73,2.843,416.4,15.13,
15.1,Vi,바이,JUNGLE,55,0.576,52.73,3.748,394.5,18.04,
15.1,Lissandra,리산드라,MID,54,0.566,42.59,2.94,391.6,18.5,
15.1,Malphite,말파이트,TOP,54,0.566,48.15,4.934,372.5,16.07,
15.1,Aatrox,아트록스,TOP,53,0.555,41.51,2.294,380.5,16.13,
15.1,KSante,크산테,TOP,53,0.555,47.17,3.037,380.7,15.23,
15.1,Skarner,스카너,JUNGLE,53,0.555,54.72,4.798,360.6,18.42,
15.1,Yuumi,유미,SUPPORT,52,0.545,36.54,5.43,273.7,38.63,
15.1,Aurora,오로라,MID,51,0.534,47.06,3.176,398.0,17.06,
15.1,Pyke,파이크,SUPPORT,51,0.534,33.33,2.111,314.9,76.57,
15.1,Yone,요네,MID,51,0.534,45.1,2.785,414.6,15.94,
15.1,Senna,세나,SUPPORT,50,0.524,58.0,4.111,319.1,57.04,
15.1,Soraka,소라카,SUPPORT,50,0.524,42.0,3.613,260.8,59.6,
15.1,Yone,요네,TOP,50,0.524,46.0,1.882,405.3,14.08,
15.1,Gragas,그라가스,TOP,49,0.513,53.06,2.935,384.5,13.94,
15.1,Irelia,이렐리아,TOP,49,0.513,53.06,1.641,440.5,16.78,
15.1,Lux,럭스,SUPPORT,49,0.513,40.82,2.996,321.5,55.18,
15.1,Orianna,오리아나,MID,49,0.513,51.02,4.418,409.0,17.29,
15.1,Rengar,렝가,JUNGLE,49,0.513,44.9,3.57,441.8,19.43,
15.1,Hwei,흐웨이,MID,48,0.503,47.92,3.316,406.0,15.29,
15.1,Jax,잭스,TOP,48,0.503,52.08,1.92,408.6,13.6,
15.1,Blitzcrank,블리츠크랭크,SUPPORT,47,0.493,51.06,3.178,275.8,63.62,
15.1,Varus,바루스,BOT,47,0.493,48.94,3.022,423.4,17.17,
15.1,Xerath,제라스,MID,46,0.482,41.3,3.941,400.5,13.89,
15.1,Yasuo,야스오,MID,46,0.482,47.83,2.058,418.9,14.67,
15.1,Cassiopeia,카시오페아,MID,45,0.472,57.78,3.815,408.9,19.09,
15.1,Sivir,시비르,BOT,45,0.472,48.89,3.102,430.5,16.82,
15.1,Vladimir,블라디미르,TOP,45,0.472,53.33,3.271,400.1,14.82,
15.1,Urgot,우르곳,TOP,44,0.461,47.73,1.955,424.6,18.77,
15.1,Volibear,볼리베어,TOP,44,0.461,52.27,1.814,405.0,16.05,
15.1,Zac,자크,JUNGLE,44,0.461,50.0,4.824,382.2,19.32,
15.1,Khazix,카직스,JUNGLE,43,0.451,46.51,3.408,431.7,20.05,
15.1,Galio,갈리오,MID,42,0.44,57.14,4.331,371.8,14.57,
15.1,Gnar,나르,TOP,42,0.44,45.24,2.791,411.8,18.5,
15.1,TahmKench,탐 켄치,SUPPORT,42,0.44,54.76,3.164,318.1,54.0,
15.1,Veigar,베이가,MID,42,0.44,57.14,3.458,449.7,16.12,
15.1,Gwen,그웬,TOP,41,0.43,46.34,1.566,421.8,13.85,
15.1,Karthus,카서스,JUNGLE,41,0.43,36.59,3.038,457.5,15.85,
15.1,MasterYi,마스터 이,JUNGLE,41,0.43,51.22,2.574,428.0,20.66,
15.1,Kassadin,카사딘,MID,40,0.419,47.5,3.438,414.9,13.93,
15.1,Xayah,자야,BOT,40,0.419,30.0,3.268,430.6,15.68,
15.1,Aphelios,아펠리오스,BOT,39,0.409,53.85,2.705,429.4,14.13,
15.1,Kayle,케일,TOP,39,0.409,41.03,2.141,401.4,16.1,
15.1,Akali,아칼리,MID,38,0.398,44.74,3.703,399.9,16.61,
15.1,Illaoi,일라오이,TOP,38,0.398,60.53,1.856,420.7,15.5,
15.1,Shen,쉔,TOP,38,0.398,47.37,3.488,350.0,14.74,
15.1,Nunu,누누와 윌럼프,JUNGLE,37,0.388,64.86,4.37,389.9,17.95,
15.1,Sion,사이온,TOP,37,0.388,40.54,1.957,414.0,13.89,
15.1,TahmKench,탐 켄치,TOP,37,0.388,51.35,3.276,388.8,16.92,
15.1,Shaco,샤코,JUNGLE,36,0.377,55.56,5.157,424.0,25.53,
15.1,XinZhao,신 짜오,JUNGLE,36,0.377,30.56,2.374,385.7,17.5,
15.1,Zilean,질리언,SUPPORT,36,0.377,52.78,5.483,282.6,60.0,
15.1,Velkoz,벨코즈,SUPPORT,35,0.367,48.57,2.462,314.3,59.31,
15.1,Graves,그레이브즈,JUNGLE,34,0.356,50.0,3.791,448.7,25.44,
15.1,Renekton,레넥톤,TOP,34,0.356,41.18,2.616,410.1,18.65,
15.1,Alistar,알리스타,SUPPORT,33,0.346,36.36,2.59,277.6,49.76,
15.1,Maokai,마오카이,TOP,33,0.346,54.55,4.701,358.2,17.18,
15.1,Talon,탈론,JUNGLE,33,0.346,63.64,3.666,459.4,20.21,
15.1,Zed,제드,MID,33,0.346,51.52,3.466,434.6,17.12,
15.1,Kalista,칼리스타,BOT,32,0.335,34.38,2.66,411.9,16.84,
15.1,Maokai,마오카이,SUPPORT,32,0.335,71.88,4.537,301.5,53.5,
15.1,Ornn,오른,TOP,32,0.335,50.0,2.532,355.1,12.66,
15.1,Sona,소나,SUPPORT,32,0.335,43.75,4.032,281.9,59.81,
15.1,Zyra,자이라,SUPPORT,32,0.335,37.5,3.263,306.1,61.38,
15.1,Akshan,아크샨,MID,31,0.325,38.71,3.456,450.0,16.1,
15.1,Elise,엘리스,JUNGLE,31,0.325,41.94,3.677,392.4,21.19,
15.1,Jayce,제이스,TOP,31,0.325,38.71,1.737,376.9,16.61,
15.1,Leblanc,르블랑,MID,31,0.325,61.29,4.771,406.7,17.0,
15.1,Seraphine,세라핀,SUPPORT,31,0.325,45.16,3.177,294.5,61.97,
15.1,Camille,카밀,TOP,30,0.314,46.67,2.414,406.0,14.3,
15.1,Fiora,피오라,TOP,30,0.314,66.67,3.358,417.4,15.33,
15.1,Smolder,스몰더,BOT,30,0.314,50.0,3.495,414.3,14.5,
15.1,Xerath,제라스,SUPPORT,30,0.314,63.33,4.14,324.0,50.17,
15.1,Kindred,킨드레드,JUNGLE,29,0.304,51.72,3.616,440.1,20.1,LOW_N
15.1,Rakan,라칸,SUPPORT,29,0.304,44.83,3.673,272.2,60.79,LOW_N
15.1,AurelionSol,아우렐리온 솔,MID,28,0.293,39.29,3.372,407.2,14.39,LOW_N
15.1,DrMundo,문도 박사,TOP,28,0.293,50.0,2.265,395.6,12.25,LOW_N
15.1,Elise,엘리스,SUPPORT,28,0.293,53.57,3.331,349.1,69.39,LOW_N
15.1,Diana,다이애나,MID,27,0.283,48.15,2.589,420.1,20.44,LOW_N
15.1,Kayle,케일,MID,27,0.283,51.85,2.938,438.7,12.67,LOW_N
15.1,Morgana,모르가나,SUPPORT,27,0.283,40.74,3.714,301.3,63.04,LOW_N
15.1,Qiyana,키아나,MID,27,0.283,51.85,2.82,415.5,15.22,LOW_N
15.1,Yorick,요릭,TOP,27,0.283,51.85,1.847,425.3,15.37,LOW_N
15.1,Bard,바드,SUPPORT,26,0.272,38.46,3.423,286.3,60.85,LOW_N
15.1,Belveth,벨베스,JUNGLE,26,0.272,53.85,3.087,421.6,19.88,LOW_N
15.1,Irelia,이렐리아,MID,26,0.272,38.46,1.619,447.7,15.15,LOW_N
15.1,Poppy,뽀삐,SUPPORT,26,0.272,46.15,2.45,315.3,65.23,LOW_N
15.1,Warwick,워윅,JUNGLE,26,0.272,73.08,4.027,438.3,21.65,LOW_N
15.1,Anivia,애니비아,MID,25,0.262,48.0,4.115,377.5,14.64,LOW_N
15.1,Evelynn,이블린,JUNGLE,25,0.262,44.0,5.186,400.8,16.08,LOW_N
15.1,Nasus,나서스,TOP,25,0.262,48.0,2.324,371.6,12.32,LOW_N
15.1,Zoe,조이,MID,25,0.262,52.0,3.612,380.2,18.92,LOW_N
15.1,Ekko,에코,JUNGLE,24,0.251,45.83,3.208,428.3,22.38,LOW_N
15.1,Kennen,케넨,TOP,24,0.251,50.0,2.678,379.6,17.38,LOW_N
15.1,Lillia,릴리아,JUNGLE,24,0.251,41.67,2.704,396.1,19.08,LOW_N
15.1,Tristana,트리스타나,BOT,24,0.251,41.67,3.051,446.9,15.63,LOW_N
15.1,FiddleSticks,FiddleSticks,JUNGLE,23,0.241,47.83,2.845,387.0,50.96,LOW_N
15.1,Sejuani,세주아니,JUNGLE,23,0.241,52.17,7.647,375.4,22.3,LOW_N
15.1,Singed,신지드,TOP,23,0.241,52.17,2.925,422.7,14.96,LOW_N
15.1,Trundle,트런들,TOP,23,0.241,47.83,2.512,466.0,15.35,LOW_N
15.1,Zeri,제리,BOT,23,0.241,34.78,2.334,434.6,15.3,LOW_N
15.1,Udyr,우디르,JUNGLE,22,0.231,40.91,3.901,398.8,21.95,LOW_N
15.1,Veigar,베이가,BOT,22,0.231,68.18,3.805,446.1,18.64,LOW_N
15.1,Volibear,볼리베어,JUNGLE,22,0.231,45.45,3.614,393.9,19.64,LOW_N
15.1,Briar,브라이어,JUNGLE,21,0.22,47.62,2.767,435.0,20.33,LOW_N
15.1,Gangplank,갱플랭크,TOP,21,0.22,28.57,3.041,431.9,17.1,LOW_N
15.1,Swain,스웨인,MID,21,0.22,80.95,4.878,405.7,14.19,LOW_N
15.1,Teemo,티모,TOP,21,0.22,52.38,2.145,368.6,15.9,LOW_N
15.1,Warwick,워윅,TOP,21,0.22,47.62,2.392,388.7,13.38,LOW_N
15.1,Aurora,오로라,TOP,20,0.21,35.0,2.148,381.5,16.35,LOW_N
15.1,Velkoz,벨코즈,MID,20,0.21,55.0,2.876,386.1,19.05,LOW_N
15.1,Yasuo,야스오,TOP,20,0.21,60.0,1.581,402.6,15.8,LOW_N
15.1,KogMaw,코그모,BOT,19,0.199,47.37,3.277,428.3,16.95,LOW_N
15.1,Nidalee,니달리,JUNGLE,19,0.199,36.84,2.708,395.7,22.21,LOW_N
15.1,Nilah,닐라,BOT,19,0.199,63.16,2.966,444.2,17.89,LOW_N
15.1,Pantheon,판테온,TOP,19,0.199,26.32,2.725,375.8,13.37,LOW_N
15.1,RekSai,렉사이,JUNGLE,19,0.199,47.37,5.326,413.2,19.68,LOW_N
15.1,Viktor,빅토르,BOT,19,0.199,36.84,3.384,395.0,15.84,LOW_N
15.1,Tryndamere,트린다미어,TOP,18,0.189,61.11,2.438,468.5,13.56,LOW_N
15.1,Vex,벡스,MID,18,0.189,50.0,4.101,399.5,22.72,LOW_N
15.1,Lux,럭스,BOT,17,0.178,58.82,5.481,410.6,18.12,LOW_N
15.1,Renata,레나타 글라스크,SUPPORT,17,0.178,47.06,3.262,283.1,58.47,LOW_N
15.1,Ryze,라이즈,MID,17,0.178,47.06,3.392,415.1,15.0,LOW_N
15.1,TwistedFate,트위스티드 페이트,MID,17,0.178,52.94,3.809,419.3,18.35,LOW_N
15.1,Cassiopeia,카시오페아,TOP,16,0.168,56.25,1.65,381.9,16.44,LOW_N
15.1,Gwen,그웬,JUNGLE,16,0.168,62.5,3.929,435.3,20.06,LOW_N
15.1,Karthus,카서스,BOT,16,0.168,37.5,2.901,427.5,11.5,LOW_N
15.1,Brand,브랜드,SUPPORT,15,0.157,40.0,2.657,328.5,55.47,LOW_N
15.1,Fizz,피즈,MID,15,0.157,26.67,1.988,419.0,17.07,LOW_N
15.1,MonkeyKing,오공,TOP,15,0.157,73.33,4.028,425.9,18.0,LOW_N
15.1,Talon,탈론,MID,15,0.157,40.0,3.844,416.1,13.87,LOW_N
15.1,Ekko,에코,MID,14,0.147,28.57,1.87,393.3,14.0,LOW_N
15.1,Jayce,제이스,MID,14,0.147,50.0,2.93,422.3,20.86,LOW_N
15.1,Corki,코르키,MID,13,0.136,46.15,2.497,430.2,15.69,LOW_N
15.1,Hwei,흐웨이,BOT,13,0.136,46.15,3.089,414.9,16.54,LOW_N
15.1,Seraphine,세라핀,BOT,13,0.136,38.46,3.303,356.7,19.15,LOW_N
15.1,Zed,제드,JUNGLE,13,0.136,61.54,3.4,456.6,21.69,LOW_N
15.1,Zoe,조이,SUPPORT,13,0.136,46.15,3.449,323.5,56.31,LOW_N
15.1,Neeko,니코,SUPPORT,12,0.126,58.33,3.09,318.6,54.42,LOW_N
15.1,Shyvana,쉬바나,JUNGLE,12,0.126,66.67,3.71,430.0,18.75,LOW_N
15.1,Vayne,베인,TOP,12,0.126,75.0,3.182,410.9,14.67,LOW_N
15.1,Annie,애니,MID,11,0.115,27.27,2.292,355.5,14.0,LOW_N
15.1,Kled,클레드,TOP,11,0.115,45.45,3.786,398.0,15.45,LOW_N
15.1,Pantheon,판테온,SUPPORT,11,0.115,45.45,2.59,339.3,46.91,LOW_N
15.1,Taliyah,탈리야,MID,11,0.115,54.55,2.409,403.1,14.0,LOW_N
15.1,Taric,타릭,SUPPORT,11,0.115,45.45,5.439,298.6,43.36,LOW_N
15.1,Gragas,그라가스,JUNGLE,10,0.105,50.0,3.293,399.3,21.5,LOW_N
15.1,Ivern,아이번,JUNGLE,10,0.105,50.0,5.064,354.4,24.4,LOW_N
15.1,Olaf,올라프,TOP,10,0.105,60.0,3.434,478.1,17.0,LOW_N
15.1,Pantheon,판테온,JUNGLE,10,0.105,40.0,3.639,449.7,16.5,LOW_N
15.1,Quinn,퀸,TOP,10,0.105,60.0,2.498,404.7,21.7,LOW_N
15.1,Riven,리븐,MID,10,0.105,60.0,3.896,470.8,15.1,LOW_N
15.1,Swain,스웨인,BOT,10,0.105,50.0,8.405,389.8,13.5,LOW_N
15.1,Swain,스웨인,SUPPORT,10,0.105,50.0,3.72,324.8,62.9,LOW_N
15.1,Akali,아칼리,TOP,9,0.094,44.44,2.067,398.0,19.0,LOW_N
15.1,Ambessa,암베사,JUNGLE,9,0.094,55.56,3.834,433.8,19.89,LOW_N
15.1,Cassiopeia,카시오페아,BOT,9,0.094,33.33,2.763,387.0,20.67,LOW_N
15.1,Gwen,그웬,MID,9,0.094,55.56,1.376,489.0,12.44,LOW_N
15.1,Sylas,사일러스,SUPPORT,9,0.094,44.44,1.736,310.9,65.22,LOW_N
15.1,Zac,자크,TOP,9,0.094,66.67,5.504,386.5,14.0,LOW_N
15.1,Ziggs,직스,BOT,9,0.094,33.33,3.385,411.6,16.67,LOW_N
15.1,Malphite,말파이트,MID,8,0.084,37.5,2.132,366.5,14.13,LOW_N
15.1,Rammus,람머스,JUNGLE,8,0.084,50.0,5.529,372.0,22.25,LOW_N
15.1,Smolder,스몰더,MID,8,0.084,25.0,2.303,372.9,16.5,LOW_N
15.1,Akshan,아크샨,TOP,7,0.073,57.14,2.366,430.2,11.0,LOW_N
15.1,Azir,아지르,MID,7,0.073,28.57,1.44,365.6,14.43,LOW_N
15.1,Brand,브랜드,BOT,7,0.073,42.86,3.445,379.6,16.71,LOW_N
15.1,Galio,갈리오,SUPPORT,7,0.073,28.57,2.799,307.5,50.0,LOW_N
15.1,Heimerdinger,하이머딩거,TOP,7,0.073,57.14,1.657,384.9,23.57,LOW_N
15.1,Karma,카르마,MID,7,0.073,57.14,3.73,378.0,21.0,LOW_N
15.1,Poppy,뽀삐,TOP,7,0.073,57.14,2.885,371.8,20.14,LOW_N
15.1,Ryze,라이즈,TOP,7,0.073,71.43,2.527,444.5,19.43,LOW_N
15.1,Smolder,스몰더,TOP,7,0.073,57.14,1.821,405.4,15.57,LOW_N
15.1,Sylas,사일러스,TOP,7,0.073,28.57,2.079,381.6,16.86,LOW_N
15.1,Ziggs,직스,MID,7,0.073,42.86,2.295,392.1,12.86,LOW_N
15.1,Brand,브랜드,JUNGLE,6,0.063,33.33,3.601,378.7,21.83,LOW_N
15.1,Chogath,초가스,MID,6,0.063,50.0,2.689,412.9,15.67,LOW_N
15.1,FiddleSticks,FiddleSticks,SUPPORT,6,0.063,66.67,2.963,301.1,71.17,LOW_N
15.1,Garen,가렌,MID,6,0.063,50.0,3.354,460.6,16.83,LOW_N
15.1,Naafiri,나피리,MID,6,0.063,33.33,1.471,371.2,11.0,LOW_N
15.1,Rumble,럼블,TOP,6,0.063,50.0,3.153,381.4,17.33,LOW_N
15.1,Seraphine,세라핀,MID,6,0.063,66.67,5.764,371.1,10.5,LOW_N
15.1,Shaco,샤코,SUPPORT,6,0.063,50.0,5.958,335.1,56.33,LOW_N
15.1,Sylas,사일러스,JUNGLE,6,0.063,83.33,3.327,393.4,15.5,LOW_N
15.1,Yasuo,야스오,BOT,6,0.063,50.0,2.498,438.3,17.83,LOW_N
15.1,Camille,카밀,SUPPORT,5,0.052,40.0,1.638,351.1,64.8,LOW_N
15.1,Galio,갈리오,TOP,5,0.052,20.0,3.493,327.8,14.6,LOW_N
15.1,Kennen,케넨,MID,5,0.052,80.0,3.688,437.3,24.0,LOW_N
15.1,Malzahar,말자하,TOP,5,0.052,60.0,4.678,371.4,10.6,LOW_N
15.1,Skarner,스카너,TOP,5,0.052,60.0,8.61,376.7,20.6,LOW_N
15.1,Swain,스웨인,TOP,5,0.052,60.0,2.02,342.5,16.2,LOW_N
15.1,Syndra,신드라,BOT,5,0.052,80.0,2.499,425.9,18.0,LOW_N
15.1,Teemo,티모,JUNGLE,5,0.052,40.0,1.864,378.4,22.0,LOW_N
15.1,Udyr,우디르,TOP,5,0.052,80.0,1.932,389.4,14.2,LOW_N
15.1,Varus,바루스,TOP,5,0.052,20.0,2.251,423.1,11.0,LOW_N
15.1,Zyra,자이라,JUNGLE,5,0.052,20.0,2.067,384.4,27.4,LOW_N
15.1,Ambessa,암베사,MID,4,0.042,25.0,1.192,357.6,18.25,LOW_N
15.1,DrMundo,문도 박사,JUNGLE,4,0.042,75.0,3.588,421.0,18.75,LOW_N
