patch,champion_name,champion_name_kr,role,pick_count,pick_rate_pct,win_rate_pct,avg_kda,avg_gpm,avg_vision,sample_flag
15.3,MissFortune,미스 포츈,MID,7,0.015,71.43,3.078,455.0,21.29,LOW_N
15.3,MissFortune,미스 포츈,SUPPORT,7,0.015,57.14,2.692,339.6,75.43,LOW_N
15.3,Morgana,모르가나,MID,7,0.015,57.14,4.107,365.4,23.71,LOW_N
15.3,Nautilus,노틸러스,JUNGLE,7,0.015,42.86,5.738,328.8,27.14,LOW_N
15.3,TahmKench,탐 켄치,BOT,7,0.015,57.14,2.502,387.8,19.14,LOW_N
15.3,Veigar,베이가,TOP,7,0.015,42.86,2.624,410.3,17.71,LOW_N
15.3,Viktor,빅토르,TOP,7,0.015,85.71,2.857,396.8,20.71,LOW_N
15.3,AurelionSol,아우렐리온 솔,TOP,6,0.013,66.67,5.098,399.3,13.17,LOW_N
15.3,Elise,엘리스,TOP,6,0.013,66.67,3.157,411.0,16.83,LOW_N
15.3,FiddleSticks,FiddleSticks,MID,6,0.013,50.0,2.072,333.8,29.33,LOW_N
15.3,Garen,가렌,JUNGLE,6,0.013,66.67,5.133,439.7,20.67,LOW_N
15.3,LeeSin,리 신,TOP,6,0.013,83.33,3.307,450.3,17.67,LOW_N
15.3,Lissandra,리산드라,SUPPORT,6,0.013,50.0,2.328,313.4,62.5,LOW_N
15.3,Malphite,말파이트,JUNGLE,6,0.013,50.0,3.988,404.9,21.67,LOW_N
15.3,Nautilus,노틸러스,TOP,6,0.013,83.33,3.479,367.4,17.17,LOW_N
15.3,Sett,세트,MID,6,0.013,33.33,1.854,394.5,15.83,LOW_N
15.3,Sett,세트,SUPPORT,6,0.013,50.0,2.96,325.5,62.67,LOW_N
15.3,Sion,사이온,MID,6,0.013,50.0,2.061,419.6,18.0,LOW_N
15.3,Syndra,신드라,SUPPORT,6,0.013,66.67,2.229,302.3,45.83,LOW_N
15.3,Veigar,베이가,SUPPORT,6,0.013,66.67,2.129,349.8,64.17,LOW_N
15.3,Xerath,제라스,BOT,6,0.013,83.33,4.227,417.7,18.67,LOW_N
15.3,Zyra,자이라,BOT,6,0.013,50.0,3.218,392.5,22.17,LOW_N
15.3,Ahri,아리,TOP,5,0.011,40.0,2.426,413.4,22.4,LOW_N
15.3,Akshan,아크샨,BOT,5,0.011,60.0,1.984,421.6,25.0,LOW_N
15.3,Ezreal,이즈리얼,TOP,5,0.011,60.0,3.723,412.8,16.8,LOW_N
15.3,Fizz,피즈,TOP,5,0.011,60.0,3.727,427.9,22.2,LOW_N
15.3,JarvanIV,자르반 4세,TOP,5,0.011,40.0,4.966,417.8,13.6,LOW_N
15.3,Jhin,진,TOP,5,0.011,60.0,3.119,397.0,16.6,LOW_N
15.3,Katarina,카타리나,BOT,5,0.011,40.0,2.176,437.0,13.6,LOW_N
15.3,Lillia,릴리아,TOP,5,0.011,80.0,2.012,375.5,23.0,LOW_N
15.3,Neeko,니코,TOP,5,0.011,40.0,1.223,365.8,19.8,LOW_N
15.3,Nidalee,니달리,SUPPORT,5,0.011,80.0,2.787,319.1,50.8,LOW_N
15.3,Orianna,오리아나,SUPPORT,5,0.011,60.0,4.579,331.8,56.2,LOW_N
15.3,Ornn,오른,SUPPORT,5,0.011,40.0,2.199,304.3,50.0,LOW_N
15.3,Senna,세나,BOT,5,0.011,60.0,3.287,385.4,22.2,LOW_N
15.3,Singed,신지드,MID,5,0.011,40.0,2.962,385.7,17.8,LOW_N
15.3,Taliyah,탈리야,SUPPORT,5,0.011,40.0,2.057,337.8,46.0,LOW_N
15.3,Vayne,베인,MID,5,0.011,40.0,1.181,377.8,19.2,LOW_N
15.3,Vi,바이,TOP,5,0.011,60.0,2.025,412.6,13.4,LOW_N
15.3,Yorick,요릭,MID,5,0.011,40.0,3.925,411.2,14.8,LOW_N
15.3,Zac,자크,MID,5,0.011,60.0,4.567,401.7,19.8,LOW_N
15.3,Annie,애니,TOP,4,0.009,50.0,2.375,399.6,16.0,LOW_N
15.3,Darius,다리우스,MID,4,0.009,0.0,1.728,397.5,19.5,LOW_N
15.3,Diana,다이애나,TOP,4,0.009,50.0,2.574,452.0,13.75,LOW_N
15.3,Jax,잭스,MID,4,0.009,100.0,6.442,439.0,16.5,LOW_N
15.3,Jax,잭스,SUPPORT,4,0.009,75.0,1.973,357.0,54.75,LOW_N
15.3,Karma,카르마,JUNGLE,4,0.009,25.0,3.057,285.8,52.5,LOW_N
15.3,Katarina,카타리나,TOP,4,0.009,75.0,2.761,418.7,17.75,LOW_N
15.3,Kennen,케넨,SUPPORT,4,0.009,0.0,1.992,288.3,39.0,LOW_N
15.3,LeeSin,리 신,SUPPORT,4,0.009,25.0,2.214,324.2,53.75,LOW_N
15.3,Malzahar,말자하,BOT,4,0.009,25.0,1.367,412.8,15.5,LOW_N
15.3,Malzahar,말자하,SUPPORT,4,0.009,50.0,4.726,328.5,57.0,LOW_N
15.3,MasterYi,마스터 이,TOP,4,0.009,75.0,3.155,417.8,17.5,LOW_N
15.3,Mordekaiser,모데카이저,MID,4,0.009,50.0,1.707,386.6,20.5,LOW_N
15.3,Nocturne,녹턴,TOP,4,0.009,50.0,2.914,391.9,11.25,LOW_N
15.3,Riven,리븐,MID,4,0.009,50.0,2.719,483.0,14.25,LOW_N
15.3,Rumble,럼블,MID,4,0.009,75.0,2.53,391.8,14.5,LOW_N
15.3,Singed,신지드,JUNGLE,4,0.009,0.0,2.883,363.2,20.5,LOW_N
15.3,Twitch,트위치,TOP,4,0.009,25.0,1.296,390.1,13.5,LOW_N
15.3,Velkoz,벨코즈,TOP,4,0.009,75.0,2.03,401.7,19.25,LOW_N
15.3,Volibear,볼리베어,MID,4,0.009,50.0,1.432,372.5,14.25,LOW_N
15.3,Alistar,알리스타,TOP,3,0.006,100.0,5.422,428.3,15.67,LOW_N
15.3,Annie,애니,BOT,3,0.006,33.33,2.805,344.7,15.67,LOW_N
15.3,Aurora,오로라,BOT,3,0.006,66.67,3.767,432.4,21.67,LOW_N
15.3,Braum,브라움,TOP,3,0.006,33.33,1.173,299.8,12.33,LOW_N
15.3,Caitlyn,케이틀린,SUPPORT,3,0.006,66.67,2.342,346.3,49.67,LOW_N
15.3,Caitlyn,케이틀린,TOP,3,0.006,0.0,0.339,334.8,12.67,LOW_N
15.3,Camille,카밀,MID,3,0.006,66.67,2.711,442.7,13.67,LOW_N
15.3,Draven,드레이븐,MID,3,0.006,66.67,5.889,498.1,18.67,LOW_N
15.3,Draven,드레이븐,TOP,3,0.006,33.33,0.887,417.9,13.67,LOW_N
15.3,Gwen,그웬,MID,3,0.006,33.33,0.859,389.2,15.33,LOW_N
15.3,Heimerdinger,하이머딩거,SUPPORT,3,0.006,66.67,2.948,405.1,64.67,LOW_N
15.3,Karthus,카서스,MID,3,0.006,66.67,2.393,445.3,13.33,LOW_N
15.3,Leona,레오나,JUNGLE,3,0.006,33.33,1.943,263.4,55.67,LOW_N
15.3,Lucian,루시안,MID,3,0.006,100.0,5.263,447.7,10.33,LOW_N
15.3,Lulu,룰루,MID,3,0.006,66.67,8.667,352.2,23.67,LOW_N
15.3,MasterYi,마스터 이,MID,3,0.006,33.33,1.31,383.7,11.33,LOW_N
15.3,MonkeyKing,오공,SUPPORT,3,0.006,33.33,1.672,332.7,59.0,LOW_N
15.3,Naafiri,나피리,JUNGLE,3,0.006,33.33,3.067,398.6,29.0,LOW_N
15.3,Neeko,니코,JUNGLE,3,0.006,0.0,2.304,414.9,23.33,LOW_N
15.3,Nilah,닐라,TOP,3,0.006,66.67,2.12,530.3,10.67,LOW_N
15.3,Ornn,오른,MID,3,0.006,100.0,3.278,435.2,12.67,LOW_N
15.3,Pyke,파이크,JUNGLE,3,0.006,66.67,1.922,298.8,45.67,LOW_N
15.3,Pyke,파이크,MID,3,0.006,0.0,1.803,359.5,12.67,LOW_N
15.3,Quinn,퀸,BOT,3,0.006,66.67,3.032,444.4,21.0,LOW_N
15.3,Quinn,퀸,JUNGLE,3,0.006,66.67,3.311,455.9,27.67,LOW_N
15.3,Rammus,람머스,SUPPORT,3,0.006,66.67,6.067,323.6,44.33,LOW_N
15.3,Rumble,럼블,JUNGLE,3,0.006,33.33,1.608,370.2,23.67,LOW_N
15.3,Senna,세나,TOP,3,0.006,33.33,2.321,344.7,9.67,LOW_N
15.3,Shen,쉔,JUNGLE,3,0.006,100.0,4.75,384.8,21.67,LOW_N
15.3,Skarner,스카너,SUPPORT,3,0.006,0.0,1.67,276.5,52.67,LOW_N
15.3,Soraka,소라카,TOP,3,0.006,66.67,5.889,327.9,21.33,LOW_N
15.3,TahmKench,탐 켄치,MID,3,0.006,66.67,3.968,418.0,7.67,LOW_N
15.3,Teemo,티모,MID,3,0.006,33.33,3.444,402.5,13.67,LOW_N
15.3,Thresh,쓰레쉬,JUNGLE,3,0.006,100.0,7.742,297.8,81.0,LOW_N
15.3,Tristana,트리스타나,TOP,3,0.006,66.67,1.897,432.3,13.0,LOW_N
15.3,Urgot,우르곳,MID,3,0.006,66.67,7.143,505.1,22.0,LOW_N
15.3,Varus,바루스,SUPPORT,3,0.006,100.0,2.109,317.8,85.33,LOW_N
15.3,Vex,벡스,TOP,3,0.006,66.67,3.848,418.5,13.0,LOW_N
15.3,Yone,요네,BOT,3,0.006,66.67,1.819,411.5,10.0,LOW_N
15.3,Ziggs,직스,SUPPORT,3,0.006,33.33,1.346,337.2,44.67,LOW_N
15.3,Akshan,아크샨,SUPPORT,2,0.004,50.0,2.167,366.5,69.0,LOW_N
15.3,Anivia,애니비아,BOT,2,0.004,50.0,12.7,396.0,15.5,LOW_N
15.3,Aphelios,아펠리오스,MID,2,0.004,50.0,1.548,373.1,11.5,LOW_N
15.3,Bard,바드,JUNGLE,2,0.004,50.0,4.313,381.4,57.5,LOW_N
15.3,Darius,다리우스,SUPPORT,2,0.004,50.0,1.516,329.5,78.5,LOW_N
15.3,Diana,다이애나,BOT,2,0.004,50.0,2.097,436.9,18.5,LOW_N
15.3,Ekko,에코,SUPPORT,2,0.004,0.0,1.51,335.7,48.5,LOW_N
15.3,Evelynn,이블린,SUPPORT,2,0.004,0.0,1.536,302.3,38.0,LOW_N
15.3,Fiora,피오라,MID,2,0.004,50.0,2.333,453.8,16.5,LOW_N
15.3,Fizz,피즈,SUPPORT,2,0.004,0.0,2.107,331.5,51.5,LOW_N
15.3,Garen,가렌,BOT,2,0.004,50.0,3.167,433.6,21.0,LOW_N
15.3,Graves,그레이브즈,MID,2,0.004,50.0,6.773,462.0,21.5,LOW_N
15.3,Graves,그레이브즈,TOP,2,0.004,100.0,6.667,452.7,14.5,LOW_N
15.3,Illaoi,일라오이,MID,2,0.004,50.0,0.913,392.5,8.5,LOW_N
15.3,Ivern,아이번,TOP,2,0.004,50.0,3.778,343.0,15.5,LOW_N
15.3,Janna,잔나,TOP,2,0.004,50.0,9.7,323.1,24.5,LOW_N
15.3,JarvanIV,자르반 4세,MID,2,0.004,50.0,3.5,447.7,12.0,LOW_N
15.3,Karma,카르마,BOT,2,0.004,0.0,1.5,328.4,13.5,LOW_N
15.3,Kayle,케일,JUNGLE,2,0.004,50.0,2.6,428.0,19.0,LOW_N
15.3,Lucian,루시안,TOP,2,0.004,0.0,0.473,359.8,15.0,LOW_N
15.3,Lulu,룰루,TOP,2,0.004,50.0,2.25,316.7,18.0,LOW_N
15.3,Morgana,모르가나,TOP,2,0.004,50.0,1.444,381.8,23.0,LOW_N
15.3,Nunu,누누와 윌럼프,SUPPORT,2,0.004,100.0,2.569,454.0,65.5,LOW_N
15.3,Nunu,누누와 윌럼프,TOP,2,0.004,50.0,2.273,387.2,11.0,LOW_N
15.3,Orianna,오리아나,BOT,2,0.004,50.0,1.521,441.7,28.0,LOW_N
15.3,Orianna,오리아나,TOP,2,0.004,0.0,1.5,364.0,14.5,LOW_N
15.3,Rakan,라칸,MID,2,0.004,50.0,2.222,342.5,17.5,LOW_N
15.3,Rell,렐,JUNGLE,2,0.004,50.0,2.221,288.2,87.5,LOW_N
15.3,Rell,렐,TOP,2,0.004,0.0,0.951,300.5,11.5,LOW_N
15.3,Samira,사미라,MID,2,0.004,100.0,2.253,487.5,14.5,LOW_N
15.3,Shyvana,쉬바나,TOP,2,0.004,0.0,1.571,431.4,19.0,LOW_N
15.3,Sion,사이온,BOT,2,0.004,100.0,3.063,456.1,20.0,LOW_N
15.3,Sivir,시비르,TOP,2,0.004,50.0,1.925,438.4,12.0,LOW_N
15.3,Skarner,스카너,MID,2,0.004,100.0,3.614,380.9,12.5,LOW_N
15.3,Soraka,소라카,BOT,2,0.004,0.0,2.543,290.4,30.0,LOW_N
15.3,Syndra,신드라,TOP,2,0.004,0.0,1.75,406.3,12.5,LOW_N
15.3,TahmKench,탐 켄치,JUNGLE,2,0.004,100.0,4.25,353.9,18.5,LOW_N
15.3,Taliyah,탈리야,BOT,2,0.004,100.0,3.625,509.8,27.5,LOW_N
15.3,Talon,탈론,SUPPORT,2,0.004,50.0,1.598,306.8,40.0,LOW_N
15.3,Teemo,티모,BOT,2,0.004,0.0,1.054,387.8,22.5,LOW_N
15.3,Thresh,쓰레쉬,TOP,2,0.004,0.0,2.0,358.4,13.5,LOW_N
15.3,TwistedFate,트위스티드 페이트,BOT,2,0.004,0.0,1.186,407.3,9.5,LOW_N
15.3,Urgot,우르곳,JUNGLE,2,0.004,50.0,3.333,458.4,22.5,LOW_N
15.3,Viego,비에고,MID,2,0.004,100.0,8.0,473.9,12.0,LOW_N
15.3,Xerath,제라스,TOP,2,0.004,50.0,10.25,418.0,18.5,LOW_N
15.3,XinZhao,신 짜오,MID,2,0.004,0.0,0.424,281.5,6.5,LOW_N
15.3,XinZhao,신 짜오,SUPPORT,2,0.004,50.0,1.625,327.6,50.0,LOW_N
15.3,Yasuo,야스오,SUPPORT,2,0.004,100.0,2.167,351.9,48.5,LOW_N
15.3,Yuumi,유미,JUNGLE,2,0.004,0.0,2.417,304.0,28.0,LOW_N
15.3,Zeri,제리,MID,2,0.004,50.0,2.508,443.2,17.5,LOW_N
15.3,Zeri,제리,TOP,2,0.004,0.0,0.975,403.3,16.5,LOW_N
15.3,Ahri,아리,SUPPORT,1,0.002,0.0,1.5,316.2,62.0,LOW_N
15.3,Akshan,아크샨,JUNGLE,1,0.002,100.0,2.571,550.4,6.0,LOW_N
15.3,Ambessa,암베사,BOT,1,0.002,100.0,9.5,392.1,19.0,LOW_N
15.3,Amumu,아무무,TOP,1,0.002,100.0,17.0,414.0,11.0,LOW_N
15.3,Anivia,애니비아,JUNGLE,1,0.002,0.0,0.545,282.7,11.0,LOW_N
15.3,AurelionSol,아우렐리온 솔,BOT,1,0.002,100.0,2.0,417.8,15.0,LOW_N
15.3,Aurora,오로라,SUPPORT,1,0.002,100.0,4.0,397.3,28.0,LOW_N
15.3,Azir,아지르,SUPPORT,1,0.002,0.0,1.9,318.6,87.0,LOW_N
15.3,Bard,바드,MID,1,0.002,0.0,0.667,331.8,10.0,LOW_N
15.3,Blitzcrank,블리츠크랭크,BOT,1,0.002,0.0,0.333,254.0,10.0,LOW_N
15.3,Briar,브라이어,MID,1,0.002,100.0,3.8,573.2,13.0,LOW_N
15.3,Camille,카밀,JUNGLE,1,0.002,0.0,0.4,281.0,13.0,LOW_N
15.3,Cassiopeia,카시오페아,SUPPORT,1,0.002,0.0,0.571,264.0,21.0,LOW_N
15.3,Chogath,초가스,BOT,1,0.002,0.0,1.0,353.2,8.0,LOW_N
15.3,DrMundo,문도 박사,MID,1,0.002,0.0,0.0,317.7,6.0,LOW_N
15.3,Elise,엘리스,BOT,1,0.002,0.0,2.333,365.0,8.0,LOW_N
15.3,Ezreal,이즈리얼,SUPPORT,1,0.002,0.0,0.833,258.7,59.0,LOW_N
15.3,Fiora,피오라,BOT,1,0.002,0.0,1.0,359.9,24.0,LOW_N
15.3,Fiora,피오라,SUPPORT,1,0.002,100.0,2.25,363.5,55.0,LOW_N
15.3,Fizz,피즈,JUNGLE,1,0.002,0.0,1.25,347.7,23.0,LOW_N
15.3,Gnar,나르,BOT,1,0.002,100.0,5.167,492.7,15.0,LOW_N
15.3,Gnar,나르,MID,1,0.002,0.0,0.75,369.0,17.0,LOW_N
15.3,Gnar,나르,SUPPORT,1,0.002,100.0,1.3,297.2,48.0,LOW_N
15.3,Graves,그레이브즈,SUPPORT,1,0.002,0.0,2.375,332.7,67.0,LOW_N
15.3,Hecarim,헤카림,SUPPORT,1,0.002,0.0,0.455,243.2,38.0,LOW_N
15.3,Heimerdinger,하이머딩거,JUNGLE,1,0.002,0.0,1.0,316.8,14.0,LOW_N
15.3,Irelia,이렐리아,BOT,1,0.002,100.0,4.0,581.7,12.0,LOW_N
15.3,Janna,잔나,JUNGLE,1,0.002,0.0,1.2,312.6,39.0,LOW_N
15.3,Jax,잭스,BOT,1,0.002,100.0,3.667,428.4,8.0,LOW_N
15.3,Jinx,징크스,JUNGLE,1,0.002,0.0,1.3,333.8,15.0,LOW_N
15.3,Jinx,징크스,MID,1,0.002,0.0,0.75,426.6,10.0,LOW_N
15.3,KSante,크산테,BOT,1,0.002,0.0,0.429,337.0,14.0,LOW_N
15.3,Kalista,칼리스타,MID,1,0.002,0.0,3.2,606.2,26.0,LOW_N
15.3,Kalista,칼리스타,TOP,1,0.002,100.0,1.0,379.5,20.0,LOW_N
15.3,Katarina,카타리나,SUPPORT,1,0.002,0.0,1.125,333.7,21.0,LOW_N
15.3,Kindred,킨드레드,BOT,1,0.002,0.0,1.125,383.5,16.0,LOW_N
15.3,Kindred,킨드레드,MID,1,0.002,100.0,5.75,590.3,21.0,LOW_N
15.3,Kled,클레드,SUPPORT,1,0.002,0.0,1.6,394.3,35.0,LOW_N
15.3,LeeSin,리 신,MID,1,0.002,100.0,9.0,441.1,20.0,LOW_N
15.3,Leona,레오나,BOT,1,0.002,100.0,2.667,299.6,50.0,LOW_N
15.3,Leona,레오나,MID,1,0.002,100.0,2.0,322.1,29.0,LOW_N
15.3,Lissandra,리산드라,BOT,1,0.002,100.0,3.667,345.2,31.0,LOW_N
15.3,Lux,럭스,JUNGLE,1,0.002,0.0,2.556,381.9,22.0,LOW_N
15.3,Malzahar,말자하,JUNGLE,1,0.002,0.0,0.273,316.0,13.0,LOW_N
15.3,Mel,멜,JUNGLE,1,0.002,0.0,2.0,379.3,17.0,LOW_N
15.3,Milio,밀리오,TOP,1,0.002,100.0,3.4,336.0,36.0,LOW_N
15.3,MissFortune,미스 포츈,JUNGLE,1,0.002,100.0,1.5,342.2,8.0,LOW_N
15.3,MissFortune,미스 포츈,TOP,1,0.002,0.0,3.0,489.8,16.0,LOW_N
15.3,MonkeyKing,오공,BOT,1,0.002,0.0,3.25,402.5,15.0,LOW_N
15.3,Mordekaiser,모데카이저,SUPPORT,1,0.002,100.0,1.667,297.9,61.0,LOW_N
15.3,Morgana,모르가나,BOT,1,0.002,100.0,5.25,467.1,23.0,LOW_N
15.3,Naafiri,나피리,SUPPORT,1,0.002,0.0,1.429,287.4,72.0,LOW_N
15.3,Nami,나미,BOT,1,0.002,0.0,1.5,211.4,58.0,LOW_N
15.3,Nami,나미,JUNGLE,1,0.002,0.0,1.625,256.8,56.0,LOW_N
15.3,Nautilus,노틸러스,MID,1,0.002,100.0,2.625,384.6,23.0,LOW_N
15.3,Nidalee,니달리,BOT,1,0.002,100.0,3.4,491.2,19.0,LOW_N
15.3,Pantheon,판테온,BOT,1,0.002,100.0,12.5,549.9,11.0,LOW_N
15.3,Qiyana,키아나,TOP,1,0.002,100.0,4.0,456.3,24.0,LOW_N
15.3,RekSai,렉사이,SUPPORT,1,0.002,0.0,1.182,295.0,76.0,LOW_N
15.3,RekSai,렉사이,TOP,1,0.002,0.0,2.286,423.4,22.0,LOW_N
15.3,Renekton,레넥톤,BOT,1,0.002,0.0,0.385,330.1,12.0,LOW_N
15.3,Rengar,렝가,BOT,1,0.002,100.0,3.5,502.5,2.0,LOW_N
15.3,Sejuani,세주아니,BOT,1,0.002,0.0,1.571,271.9,60.0,LOW_N
15.3,Senna,세나,JUNGLE,1,0.002,100.0,9.0,397.8,43.0,LOW_N
15.3,Senna,세나,MID,1,0.002,100.0,3.0,383.9,20.0,LOW_N
15.3,Sett,세트,JUNGLE,1,0.002,100.0,2.8,448.1,20.0,LOW_N
15.3,Shen,쉔,BOT,1,0.002,100.0,4.6,468.1,18.0,LOW_N
15.3,Singed,신지드,BOT,1,0.002,0.0,2.111,412.7,19.0,LOW_N
15.3,Sivir,시비르,MID,1,0.002,0.0,0.786,365.6,15.0,LOW_N
15.3,Soraka,소라카,JUNGLE,1,0.002,0.0,0.778,262.8,78.0,LOW_N
15.3,Swain,스웨인,JUNGLE,1,0.002,100.0,1.636,361.3,77.0,LOW_N
15.3,Sylas,사일러스,BOT,1,0.002,100.0,3.4,374.3,19.0,LOW_N
15.3,Taliyah,탈리야,TOP,1,0.002,100.0,1.875,410.5,22.0,LOW_N
15.3,Talon,탈론,TOP,1,0.002,100.0,5.667,441.8,20.0,LOW_N
15.3,Taric,타릭,MID,1,0.002,0.0,1.75,270.6,28.0,LOW_N
15.3,Taric,타릭,TOP,1,0.002,0.0,1.2,274.4,24.0,LOW_N
15.3,Thresh,쓰레쉬,BOT,1,0.002,0.0,2.0,287.5,82.0,LOW_N
15.3,Thresh,쓰레쉬,MID,1,0.002,0.0,1.125,346.0,13.0,LOW_N
15.3,Trundle,트런들,MID,1,0.002,0.0,0.125,364.7,14.0,LOW_N
15.3,TwistedFate,트위스티드 페이트,TOP,1,0.002,0.0,0.75,283.3,3.0,LOW_N
15.3,Urgot,우르곳,BOT,1,0.002,100.0,4.4,492.2,13.0,LOW_N
15.3,Urgot,우르곳,SUPPORT,1,0.002,0.0,1.0,304.0,100.0,LOW_N
15.3,Vayne,베인,JUNGLE,1,0.002,100.0,11.0,456.6,31.0,LOW_N
15.3,Velkoz,벨코즈,JUNGLE,1,0.002,0.0,2.556,377.3,81.0,LOW_N
15.3,Vex,벡스,SUPPORT,1,0.002,100.0,4.4,425.4,40.0,LOW_N
15.3,Vi,바이,SUPPORT,1,0.002,100.0,3.143,397.1,130.0,LOW_N
15.3,Viego,비에고,SUPPORT,1,0.002,0.0,1.333,324.4,69.0,LOW_N
15.3,Vladimir,블라디미르,BOT,1,0.002,100.0,1.143,391.4,13.0,LOW_N
15.3,Volibear,볼리베어,BOT,1,0.002,100.0,1.429,346.1,14.0,LOW_N
15.3,Volibear,볼리베어,SUPPORT,1,0.002,0.0,1.385,354.1,28.0,LOW_N
15.3,Yone,요네,SUPPORT,1,0.002,0.0,0.6,281.2,17.0,LOW_N
15.3,Zeri,제리,JUNGLE,1,0.002,100.0,2.875,503.1,22.0,LOW_N
15.3,Zoe,조이,BOT,1,0.002,100.0,2.5,430.1,6.0,LOW_N
15.3,Zyra,자이라,TOP,1,0.002,0.0,0.833,345.1,16.0,LOW_N
