patch,champion,champion_en,role,pick_count,pick_rate_pct,win_rate_pct,wilson_low_pct,flag,riot_15_3_action
15.3,그라가스,Gragas,MID,25,0.054,44.0,26.67,,
15.3,케넨,Kennen,MID,24,0.052,62.5,42.71,,
15.3,이즈리얼,Ezreal,MID,22,0.047,50.0,30.72,,
15.3,니코,Neeko,MID,19,0.041,47.37,27.33,,ADJUSTMENT
15.3,암베사,Ambessa,MID,17,0.037,29.41,13.28,,ADJUSTMENT
15.3,갱플랭크,Gangplank,MID,16,0.034,56.25,33.18,,
15.3,나서스,Nasus,MID,15,0.032,53.33,30.12,,BUFF
15.3,바루스,Varus,MID,15,0.032,66.67,41.71,,BUFF
15.3,질리언,Zilean,MID,15,0.032,80.0,54.81,BUFF_HIDDEN_STRONG,
15.3,누누와 윌럼프,Nunu,MID,13,0.028,69.23,42.37,LOW_N,
15.3,레넥톤,Renekton,MID,11,0.024,36.36,15.17,LOW_N,
15.3,쉔,Shen,MID,11,0.024,45.45,21.27,LOW_N,
15.3,진,Jhin,MID,10,0.022,60.0,31.27,LOW_N,
15.3,크산테,KSante,MID,10,0.022,30.0,10.78,LOW_N,
15.3,자이라,Zyra,MID,10,0.022,60.0,31.27,LOW_N,
15.3,케이틀린,Caitlyn,MID,9,0.019,55.56,26.66,LOW_N,
15.3,세라핀,Seraphine,MID,9,0.019,44.44,18.88,LOW_N,
15.3,아트록스,Aatrox,MID,8,0.017,75.0,40.93,LOW_N,
15.3,오공,MonkeyKing,MID,8,0.017,62.5,30.57,LOW_N,NERF
15.3,트린다미어,Tryndamere,MID,8,0.017,50.0,21.52,LOW_N,
15.3,트위치,Twitch,MID,8,0.017,100.0,67.56,LOW_N,
15.3,카이사,Kaisa,MID,7,0.015,42.86,15.82,LOW_N,
15.3,코그모,KogMaw,MID,7,0.015,42.86,15.82,LOW_N,
15.3,미스 포츈,MissFortune,MID,7,0.015,71.43,35.89,LOW_N,NERF
15.3,모르가나,Morgana,MID,7,0.015,57.14,25.05,LOW_N,
15.3,FiddleSticks,FiddleSticks,MID,6,0.013,50.0,18.76,LOW_N,
15.3,세트,Sett,MID,6,0.013,33.33,9.68,LOW_N,
15.3,사이온,Sion,MID,6,0.013,50.0,18.76,LOW_N,
15.3,신지드,Singed,MID,5,0.011,40.0,11.76,LOW_N,
15.3,베인,Vayne,MID,5,0.011,40.0,11.76,LOW_N,
15.3,요릭,Yorick,MID,5,0.011,40.0,11.76,LOW_N,
15.3,자크,Zac,MID,5,0.011,60.0,23.07,LOW_N,
15.3,다리우스,Darius,MID,4,0.009,0.0,0.0,LOW_N,
15.3,잭스,Jax,MID,4,0.009,100.0,51.01,LOW_N,BUFF
15.3,모데카이저,Mordekaiser,MID,4,0.009,50.0,15.0,LOW_N,
15.3,리븐,Riven,MID,4,0.009,50.0,15.0,LOW_N,
15.3,럼블,Rumble,MID,4,0.009,75.0,30.06,LOW_N,
15.3,볼리베어,Volibear,MID,4,0.009,50.0,15.0,LOW_N,
15.3,카밀,Camille,MID,3,0.006,66.67,20.77,LOW_N,
15.3,드레이븐,Draven,MID,3,0.006,66.67,20.77,LOW_N,
15.3,그웬,Gwen,MID,3,0.006,33.33,6.15,LOW_N,
15.3,카서스,Karthus,MID,3,0.006,66.67,20.77,LOW_N,
15.3,루시안,Lucian,MID,3,0.006,100.0,43.85,LOW_N,
15.3,룰루,Lulu,MID,3,0.006,66.67,20.77,LOW_N,
15.3,마스터 이,MasterYi,MID,3,0.006,33.33,6.15,LOW_N,
15.3,오른,Ornn,MID,3,0.006,100.0,43.85,LOW_N,
15.3,파이크,Pyke,MID,3,0.006,0.0,0.0,LOW_N,
15.3,탐 켄치,TahmKench,MID,3,0.006,66.67,20.77,LOW_N,
15.3,티모,Teemo,MID,3,0.006,33.33,6.15,LOW_N,NERF
15.3,우르곳,Urgot,MID,3,0.006,66.67,20.77,LOW_N,
15.3,아펠리오스,Aphelios,MID,2,0.004,50.0,9.45,LOW_N,
15.3,피오라,Fiora,MID,2,0.004,50.0,9.45,LOW_N,
15.3,그레이브즈,Graves,MID,2,0.004,50.0,9.45,LOW_N,
15.3,일라오이,Illaoi,MID,2,0.004,50.0,9.45,LOW_N,
15.3,자르반 4세,JarvanIV,MID,2,0.004,50.0,9.45,LOW_N,
15.3,라칸,Rakan,MID,2,0.004,50.0,9.45,LOW_N,BUFF
15.3,사미라,Samira,MID,2,0.004,100.0,34.24,LOW_N,BUFF
15.3,스카너,Skarner,MID,2,0.004,100.0,34.24,LOW_N,NERF
15.3,비에고,Viego,MID,2,0.004,100.0,34.24,LOW_N,NERF
15.3,신 짜오,XinZhao,MID,2,0.004,0.0,0.0,LOW_N,
15.3,제리,Zeri,MID,2,0.004,50.0,9.45,LOW_N,
15.3,바드,Bard,MID,1,0.002,0.0,0.0,LOW_N,
15.3,브라이어,Briar,MID,1,0.002,100.0,20.65,LOW_N,
15.3,문도 박사,DrMundo,MID,1,0.002,0.0,0.0,LOW_N,
15.3,나르,Gnar,MID,1,0.002,0.0,0.0,LOW_N,
15.3,징크스,Jinx,MID,1,0.002,0.0,0.0,LOW_N,
15.3,칼리스타,Kalista,MID,1,0.002,0.0,0.0,LOW_N,
15.3,킨드레드,Kindred,MID,1,0.002,100.0,20.65,LOW_N,
15.3,리 신,LeeSin,MID,1,0.002,100.0,20.65,LOW_N,
15.3,레오나,Leona,MID,1,0.002,100.0,20.65,LOW_N,
15.3,노틸러스,Nautilus,MID,1,0.002,100.0,20.65,LOW_N,
15.3,세나,Senna,MID,1,0.002,100.0,20.65,LOW_N,
15.3,시비르,Sivir,MID,1,0.002,0.0,0.0,LOW_N,
15.3,타릭,Taric,MID,1,0.002,0.0,0.0,LOW_N,
15.3,쓰레쉬,Thresh,MID,1,0.002,0.0,0.0,LOW_N,BUFF
15.3,트런들,Trundle,MID,1,0.002,0.0,0.0,LOW_N,
15.3,룰루,Lulu,SUPPORT,895,1.929,55.42,52.15,NERF,
15.3,나미,Nami,SUPPORT,722,1.556,51.11,47.47,,
15.3,쓰레쉬,Thresh,SUPPORT,563,1.213,48.67,44.56,,BUFF
15.3,카르마,Karma,SUPPORT,494,1.064,51.01,46.61,,
15.3,밀리오,Milio,SUPPORT,425,0.916,53.65,48.89,NERF,
15.3,유미,Yuumi,SUPPORT,340,0.733,50.29,45.01,,
15.3,잔나,Janna,SUPPORT,332,0.715,56.93,51.55,NERF,
15.3,레오나,Leona,SUPPORT,330,0.711,53.03,47.64,NERF,
15.3,노틸러스,Nautilus,SUPPORT,297,0.64,49.16,43.52,,
15.3,럭스,Lux,SUPPORT,286,0.616,50.7,44.93,,
15.3,세나,Senna,SUPPORT,246,0.53,52.85,46.61,NERF,
15.3,소라카,Soraka,SUPPORT,231,0.498,48.05,41.69,,
15.3,브라움,Braum,SUPPORT,230,0.496,47.39,41.03,,
15.3,파이크,Pyke,SUPPORT,228,0.491,45.18,38.85,,
15.3,모르가나,Morgana,SUPPORT,227,0.489,50.66,44.2,,
15.3,엘리스,Elise,SUPPORT,223,0.481,48.43,41.95,,ADJUSTMENT
15.3,자이라,Zyra,SUPPORT,196,0.422,51.53,44.57,,
15.3,렐,Rell,SUPPORT,195,0.42,46.67,39.8,,NERF
15.3,블리츠크랭크,Blitzcrank,SUPPORT,152,0.328,42.76,35.17,,
15.3,판테온,Pantheon,SUPPORT,151,0.325,52.32,44.39,NERF,
15.3,바드,Bard,SUPPORT,147,0.317,45.58,37.74,,
15.3,벨코즈,Velkoz,SUPPORT,139,0.3,41.01,33.18,,
15.3,마오카이,Maokai,SUPPORT,130,0.28,59.23,50.64,NERF,
15.3,스웨인,Swain,SUPPORT,130,0.28,56.15,47.57,NERF,BUFF
15.3,라칸,Rakan,SUPPORT,128,0.276,46.88,38.45,,BUFF
15.3,뽀삐,Poppy,SUPPORT,125,0.269,54.4,45.67,NERF,
15.3,탐 켄치,TahmKench,SUPPORT,124,0.267,47.58,39.0,,
15.3,질리언,Zilean,SUPPORT,123,0.265,47.15,38.55,,
15.3,알리스타,Alistar,SUPPORT,120,0.259,45.83,37.19,,
15.3,소나,Sona,SUPPORT,118,0.254,55.08,46.09,,
15.3,멜,Mel,SUPPORT,111,0.239,49.55,40.42,,ADJUSTMENT
15.3,타릭,Taric,SUPPORT,101,0.218,42.57,33.38,,
15.3,제라스,Xerath,SUPPORT,100,0.215,48.0,38.46,,
15.3,세라핀,Seraphine,SUPPORT,95,0.205,45.26,35.63,,
15.3,브랜드,Brand,SUPPORT,87,0.187,52.87,42.49,,
15.3,레나타 글라스크,Renata,SUPPORT,71,0.153,52.11,40.69,,
15.3,니코,Neeko,SUPPORT,56,0.121,55.36,42.41,,ADJUSTMENT
15.3,샤코,Shaco,SUPPORT,48,0.103,60.42,46.31,,
15.3,사일러스,Sylas,SUPPORT,30,0.065,56.67,39.2,,
15.3,쉔,Shen,SUPPORT,26,0.056,46.15,28.76,,
15.3,갈리오,Galio,SUPPORT,25,0.054,52.0,33.5,,NERF
15.3,티모,Teemo,SUPPORT,23,0.05,60.87,40.79,,NERF
15.3,조이,Zoe,SUPPORT,22,0.047,40.91,23.26,,
15.3,흐웨이,Hwei,SUPPORT,21,0.045,47.62,28.34,,
15.3,트위치,Twitch,SUPPORT,20,0.043,40.0,21.88,,
15.3,FiddleSticks,FiddleSticks,SUPPORT,18,0.039,38.89,20.3,,
15.3,르블랑,Leblanc,SUPPORT,15,0.032,40.0,19.82,,
15.3,퀸,Quinn,SUPPORT,15,0.032,40.0,19.82,,BUFF
15.3,자크,Zac,SUPPORT,15,0.032,60.0,35.75,,
15.3,애니,Annie,SUPPORT,14,0.03,57.14,32.59,LOW_N,
15.3,애쉬,Ashe,SUPPORT,14,0.03,28.57,11.72,LOW_N,
15.3,카밀,Camille,SUPPORT,14,0.03,35.71,16.34,LOW_N,
15.3,초가스,Chogath,SUPPORT,13,0.028,53.85,29.14,LOW_N,
15.3,자르반 4세,JarvanIV,SUPPORT,13,0.028,30.77,12.68,LOW_N,
15.3,말파이트,Malphite,SUPPORT,13,0.028,30.77,12.68,LOW_N,
15.3,애니비아,Anivia,SUPPORT,10,0.022,50.0,23.66,LOW_N,
15.3,아이번,Ivern,SUPPORT,10,0.022,70.0,39.68,LOW_N,
15.3,트위스티드 페이트,TwistedFate,SUPPORT,10,0.022,50.0,23.66,LOW_N,
15.3,그라가스,Gragas,SUPPORT,9,0.019,33.33,12.06,LOW_N,
15.3,사이온,Sion,SUPPORT,9,0.019,22.22,6.32,LOW_N,
15.3,아무무,Amumu,SUPPORT,8,0.017,62.5,30.57,LOW_N,
15.3,세주아니,Sejuani,SUPPORT,8,0.017,62.5,30.57,LOW_N,
15.3,미스 포츈,MissFortune,SUPPORT,7,0.015,57.14,25.05,LOW_N,NERF
15.3,리산드라,Lissandra,SUPPORT,6,0.013,50.0,18.76,LOW_N,
15.3,세트,Sett,SUPPORT,6,0.013,50.0,18.76,LOW_N,
15.3,신드라,Syndra,SUPPORT,6,0.013,66.67,30.0,LOW_N,
15.3,베이가,Veigar,SUPPORT,6,0.013,66.67,30.0,LOW_N,
15.3,니달리,Nidalee,SUPPORT,5,0.011,80.0,37.55,LOW_N,
15.3,오리아나,Orianna,SUPPORT,5,0.011,60.0,23.07,LOW_N,
15.3,오른,Ornn,SUPPORT,5,0.011,40.0,11.76,LOW_N,
15.3,탈리야,Taliyah,SUPPORT,5,0.011,40.0,11.76,LOW_N,
15.3,잭스,Jax,SUPPORT,4,0.009,75.0,30.06,LOW_N,BUFF
15.3,케넨,Kennen,SUPPORT,4,0.009,0.0,0.0,LOW_N,
15.3,리 신,LeeSin,SUPPORT,4,0.009,25.0,4.56,LOW_N,
15.3,말자하,Malzahar,SUPPORT,4,0.009,50.0,15.0,LOW_N,
15.3,케이틀린,Caitlyn,SUPPORT,3,0.006,66.67,20.77,LOW_N,
15.3,하이머딩거,Heimerdinger,SUPPORT,3,0.006,66.67,20.77,LOW_N,
15.3,오공,MonkeyKing,SUPPORT,3,0.006,33.33,6.15,LOW_N,NERF
15.3,람머스,Rammus,SUPPORT,3,0.006,66.67,20.77,LOW_N,
15.3,스카너,Skarner,SUPPORT,3,0.006,0.0,0.0,LOW_N,NERF
15.3,바루스,Varus,SUPPORT,3,0.006,100.0,43.85,LOW_N,BUFF
15.3,직스,Ziggs,SUPPORT,3,0.006,33.33,6.15,LOW_N,
15.3,아크샨,Akshan,SUPPORT,2,0.004,50.0,9.45,LOW_N,
15.3,다리우스,Darius,SUPPORT,2,0.004,50.0,9.45,LOW_N,
15.3,에코,Ekko,SUPPORT,2,0.004,0.0,0.0,LOW_N,
15.3,이블린,Evelynn,SUPPORT,2,0.004,0.0,0.0,LOW_N,BUFF
15.3,피즈,Fizz,SUPPORT,2,0.004,0.0,0.0,LOW_N,
15.3,누누와 윌럼프,Nunu,SUPPORT,2,0.004,100.0,34.24,LOW_N,
15.3,탈론,Talon,SUPPORT,2,0.004,50.0,9.45,LOW_N,
15.3,신 짜오,XinZhao,SUPPORT,2,0.004,50.0,9.45,LOW_N,
15.3,야스오,Yasuo,SUPPORT,2,0.004,100.0,34.24,LOW_N,
15.3,아리,Ahri,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,오로라,Aurora,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,아지르,Azir,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,카시오페아,Cassiopeia,SUPPORT,1,0.002,0.0,0.0,LOW_N,NERF
15.3,이즈리얼,Ezreal,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,피오라,Fiora,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,나르,Gnar,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,그레이브즈,Graves,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,헤카림,Hecarim,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,카타리나,Katarina,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,클레드,Kled,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,모데카이저,Mordekaiser,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,나피리,Naafiri,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,렉사이,RekSai,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,우르곳,Urgot,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,벡스,Vex,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,바이,Vi,SUPPORT,1,0.002,100.0,20.65,LOW_N,
15.3,비에고,Viego,SUPPORT,1,0.002,0.0,0.0,LOW_N,NERF
15.3,볼리베어,Volibear,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,요네,Yone,SUPPORT,1,0.002,0.0,0.0,LOW_N,
15.3,다리우스,Darius,TOP,419,0.903,52.51,47.72,NERF,
15.3,초가스,Chogath,TOP,413,0.89,52.06,47.24,NERF,
15.3,가렌,Garen,TOP,381,0.821,49.61,44.61,,
15.3,세트,Sett,TOP,375,0.808,50.13,45.1,,
15.3,케일,Kayle,TOP,343,0.739,52.19,46.91,NERF,
15.3,아트록스,Aatrox,TOP,317,0.683,52.68,47.19,NERF,
15.3,말파이트,Malphite,TOP,301,0.649,51.5,45.87,,
15.3,모데카이저,Mordekaiser,TOP,294,0.634,53.06,47.35,NERF,
15.3,잭스,Jax,TOP,236,0.509,48.31,42.01,,BUFF
15.3,리븐,Riven,TOP,229,0.493,53.71,47.25,NERF,
15.3,볼리베어,Volibear,TOP,229,0.493,45.85,39.52,,
15.3,나서스,Nasus,TOP,205,0.442,51.22,44.42,,BUFF
15.3,암베사,Ambessa,TOP,198,0.427,47.47,40.63,,ADJUSTMENT
15.3,요네,Yone,TOP,197,0.425,52.28,45.33,NERF,
15.3,오른,Ornn,TOP,193,0.416,47.67,40.74,,
15.3,사이온,Sion,TOP,191,0.412,45.55,38.64,,
15.3,레넥톤,Renekton,TOP,181,0.39,48.07,40.9,,
15.3,이렐리아,Irelia,TOP,177,0.381,50.28,42.99,,
15.3,우르곳,Urgot,TOP,175,0.377,57.71,50.31,NERF,
15.3,쉔,Shen,TOP,167,0.36,47.9,40.46,,
15.3,그라가스,Gragas,TOP,163,0.351,47.24,39.73,,
15.3,티모,Teemo,TOP,162,0.349,57.41,49.71,NERF,NERF
15.3,크산테,KSante,TOP,161,0.347,44.72,37.25,,
15.3,나르,Gnar,TOP,157,0.338,50.96,43.21,,
15.3,문도 박사,DrMundo,TOP,156,0.336,50.64,42.87,,
15.3,블라디미르,Vladimir,TOP,154,0.332,42.86,35.31,,
15.3,워윅,Warwick,TOP,154,0.332,52.6,44.74,NERF,
15.3,피오라,Fiora,TOP,138,0.297,49.28,41.07,,
15.3,카밀,Camille,TOP,132,0.284,48.48,40.12,,
15.3,퀸,Quinn,TOP,132,0.284,53.79,45.3,NERF,BUFF
15.3,트린다미어,Tryndamere,TOP,132,0.284,53.03,44.55,NERF,
15.3,탐 켄치,TahmKench,TOP,131,0.282,50.38,41.93,,
15.3,요릭,Yorick,TOP,128,0.276,53.91,45.28,NERF,
15.3,트런들,Trundle,TOP,124,0.267,49.19,40.55,,
15.3,판테온,Pantheon,TOP,118,0.254,50.85,41.94,,
15.3,케넨,Kennen,TOP,102,0.22,59.8,50.1,BUFF_HIDDEN_STRONG,
15.3,갱플랭크,Gangplank,TOP,92,0.198,56.52,46.33,,
15.3,그웬,Gwen,TOP,92,0.198,47.83,37.91,,
15.3,일라오이,Illaoi,TOP,83,0.179,54.22,43.55,,
15.3,신지드,Singed,TOP,81,0.175,44.44,34.12,,
15.3,제이스,Jayce,TOP,80,0.172,40.0,29.96,,NERF
15.3,마오카이,Maokai,TOP,74,0.159,54.05,42.78,,
15.3,베인,Vayne,TOP,71,0.153,49.3,38.0,,
15.3,야스오,Yasuo,TOP,69,0.149,56.52,44.79,,
15.3,아칼리,Akali,TOP,65,0.14,52.31,40.38,,
15.3,올라프,Olaf,TOP,65,0.14,47.69,36.02,,
15.3,카시오페아,Cassiopeia,TOP,64,0.138,46.88,35.18,,NERF
15.3,클레드,Kled,TOP,63,0.136,52.38,40.27,,
15.3,오로라,Aurora,TOP,61,0.131,50.82,38.6,,
15.3,오공,MonkeyKing,TOP,54,0.116,61.11,47.79,,NERF
15.3,럼블,Rumble,TOP,52,0.112,40.38,28.16,,
15.3,사일러스,Sylas,TOP,48,0.103,56.25,42.27,,
15.3,하이머딩거,Heimerdinger,TOP,40,0.086,52.5,37.5,,
15.3,자크,Zac,TOP,40,0.086,55.0,39.83,,
15.3,뽀삐,Poppy,TOP,39,0.084,38.46,24.89,,
15.3,라이즈,Ryze,TOP,32,0.069,46.88,30.87,,
15.3,카르마,Karma,TOP,28,0.06,46.43,29.53,,
15.3,케인,Kayn,TOP,26,0.056,57.69,38.95,,BUFF
15.3,멜,Mel,TOP,26,0.056,42.31,25.54,,ADJUSTMENT
15.3,아크샨,Akshan,TOP,22,0.047,72.73,51.85,BUFF_HIDDEN_STRONG,
15.3,스웨인,Swain,TOP,21,0.045,47.62,28.34,,BUFF
15.3,바루스,Varus,TOP,20,0.043,35.0,18.12,,BUFF
15.3,리산드라,Lissandra,TOP,19,0.041,36.84,19.15,,
15.3,질리언,Zilean,TOP,19,0.041,42.11,23.14,,
15.3,우디르,Udyr,TOP,18,0.039,38.89,20.3,,
15.3,스몰더,Smolder,TOP,15,0.032,40.0,19.82,,
15.3,신 짜오,XinZhao,TOP,13,0.028,69.23,42.37,LOW_N,
15.3,말자하,Malzahar,TOP,12,0.026,66.67,39.06,LOW_N,
15.3,람머스,Rammus,TOP,11,0.024,72.73,43.43,LOW_N,
15.3,스카너,Skarner,TOP,11,0.024,18.18,5.14,LOW_N,NERF
15.3,제드,Zed,TOP,11,0.024,63.64,35.38,LOW_N,
15.3,에코,Ekko,TOP,10,0.022,50.0,23.66,LOW_N,
15.3,갈리오,Galio,TOP,10,0.022,30.0,10.78,LOW_N,NERF
15.3,카이사,Kaisa,TOP,10,0.022,50.0,23.66,LOW_N,
15.3,애니비아,Anivia,TOP,9,0.019,55.56,26.66,LOW_N,
15.3,흐웨이,Hwei,TOP,9,0.019,44.44,18.88,LOW_N,
15.3,나피리,Naafiri,TOP,9,0.019,22.22,6.32,LOW_N,
15.3,FiddleSticks,FiddleSticks,TOP,8,0.017,50.0,21.52,LOW_N,
15.3,렝가,Rengar,TOP,8,0.017,75.0,40.93,LOW_N,
15.3,세주아니,Sejuani,TOP,8,0.017,37.5,13.68,LOW_N,
15.3,샤코,Shaco,TOP,8,0.017,50.0,21.52,LOW_N,
15.3,아지르,Azir,TOP,7,0.015,28.57,8.22,LOW_N,
15.3,브랜드,Brand,TOP,7,0.015,57.14,25.05,LOW_N,
15.3,브라이어,Briar,TOP,7,0.015,28.57,8.22,LOW_N,
15.3,카사딘,Kassadin,TOP,7,0.015,42.86,15.82,LOW_N,
15.3,베이가,Veigar,TOP,7,0.015,42.86,15.82,LOW_N,
15.3,빅토르,Viktor,TOP,7,0.015,85.71,48.69,LOW_N,ADJUSTMENT
15.3,아우렐리온 솔,AurelionSol,TOP,6,0.013,66.67,30.0,LOW_N,
15.3,엘리스,Elise,TOP,6,0.013,66.67,30.0,LOW_N,ADJUSTMENT
15.3,리 신,LeeSin,TOP,6,0.013,83.33,43.65,LOW_N,
15.3,노틸러스,Nautilus,TOP,6,0.013,83.33,43.65,LOW_N,
15.3,아리,Ahri,TOP,5,0.011,40.0,11.76,LOW_N,
15.3,이즈리얼,Ezreal,TOP,5,0.011,60.0,23.07,LOW_N,
15.3,피즈,Fizz,TOP,5,0.011,60.0,23.07,LOW_N,
15.3,자르반 4세,JarvanIV,TOP,5,0.011,40.0,11.76,LOW_N,
15.3,진,Jhin,TOP,5,0.011,60.0,23.07,LOW_N,
15.3,릴리아,Lillia,TOP,5,0.011,80.0,37.55,LOW_N,
15.3,니코,Neeko,TOP,5,0.011,40.0,11.76,LOW_N,ADJUSTMENT
15.3,바이,Vi,TOP,5,0.011,60.0,23.07,LOW_N,
15.3,애니,Annie,TOP,4,0.009,50.0,15.0,LOW_N,
15.3,다이애나,Diana,TOP,4,0.009,50.0,15.0,LOW_N,
15.3,카타리나,Katarina,TOP,4,0.009,75.0,30.06,LOW_N,
15.3,마스터 이,MasterYi,TOP,4,0.009,75.0,30.06,LOW_N,
15.3,녹턴,Nocturne,TOP,4,0.009,50.0,15.0,LOW_N,
15.3,트위치,Twitch,TOP,4,0.009,25.0,4.56,LOW_N,
15.3,벨코즈,Velkoz,TOP,4,0.009,75.0,30.06,LOW_N,
15.3,알리스타,Alistar,TOP,3,0.006,100.0,43.85,LOW_N,
15.3,브라움,Braum,TOP,3,0.006,33.33,6.15,LOW_N,
15.3,케이틀린,Caitlyn,TOP,3,0.006,0.0,0.0,LOW_N,
15.3,드레이븐,Draven,TOP,3,0.006,33.33,6.15,LOW_N,
15.3,닐라,Nilah,TOP,3,0.006,66.67,20.77,LOW_N,
15.3,세나,Senna,TOP,3,0.006,33.33,6.15,LOW_N,
15.3,소라카,Soraka,TOP,3,0.006,66.67,20.77,LOW_N,
15.3,트리스타나,Tristana,TOP,3,0.006,66.67,20.77,LOW_N,
15.3,벡스,Vex,TOP,3,0.006,66.67,20.77,LOW_N,
15.3,그레이브즈,Graves,TOP,2,0.004,100.0,34.24,LOW_N,
15.3,아이번,Ivern,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,잔나,Janna,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,루시안,Lucian,TOP,2,0.004,0.0,0.0,LOW_N,
15.3,룰루,Lulu,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,모르가나,Morgana,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,누누와 윌럼프,Nunu,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,오리아나,Orianna,TOP,2,0.004,0.0,0.0,LOW_N,
15.3,렐,Rell,TOP,2,0.004,0.0,0.0,LOW_N,NERF
15.3,쉬바나,Shyvana,TOP,2,0.004,0.0,0.0,LOW_N,
15.3,시비르,Sivir,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,신드라,Syndra,TOP,2,0.004,0.0,0.0,LOW_N,
15.3,쓰레쉬,Thresh,TOP,2,0.004,0.0,0.0,LOW_N,BUFF
15.3,제라스,Xerath,TOP,2,0.004,50.0,9.45,LOW_N,
15.3,제리,Zeri,TOP,2,0.004,0.0,0.0,LOW_N,
15.3,아무무,Amumu,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,칼리스타,Kalista,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,밀리오,Milio,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,미스 포츈,MissFortune,TOP,1,0.002,0.0,0.0,LOW_N,NERF
15.3,키아나,Qiyana,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,렉사이,RekSai,TOP,1,0.002,0.0,0.0,LOW_N,
15.3,탈리야,Taliyah,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,탈론,Talon,TOP,1,0.002,100.0,20.65,LOW_N,
15.3,타릭,Taric,TOP,1,0.002,0.0,0.0,LOW_N,
15.3,트위스티드 페이트,TwistedFate,TOP,1,0.002,0.0,0.0,LOW_N,
15.3,자이라,Zyra,TOP,1,0.002,0.0,0.0,LOW_N,
